# U  mu  Z_1 Z_2 lamda_1 lamda_2 h_1 h_2 n_f_1 n_f_2 n_s_1 n_s_2
0.3 3.4321170532476712e-06 0.983076418660365 0.983076418660365 0.0 0.0 -0.21041004913252057 -0.21041004913252057 0.4999999999995736 0.4999999999995736 0.5000000000000004 0.5000000000000004
0.31 3.430842643830873e-06 0.9821076892793725 0.9821076892793725 0.0 0.0 -0.2103065657301345 -0.2103065657301345 0.4999999999995606 0.4999999999995606 0.5000000000000002 0.5000000000000002
0.32 3.4295354491875616e-06 0.9811218069903199 0.9811218069903199 0.0 0.0 -0.21020118864288576 -0.21020118864288576 0.49999999999954786 0.49999999999954786 0.5000000000000004 0.5000000000000004
0.33 3.4281956673673668e-06 0.9801192180318113 0.9801192180318113 0.0 0.0 -0.21009290566677954 -0.21009290566677954 0.49999999999957834 0.49999999999957834 0.5000000000000002 0.5000000000000003
0.34 3.4268241304766276e-06 0.9791008248973181 0.9791008248973181 0.0 0.0 -0.20998381792902915 -0.20998381792902915 0.4999999999995782 0.4999999999995782 0.5000000000000003 0.5000000000000003
0.35000000000000003 3.4254210917615273e-06 0.97806706934763 0.97806706934763 0.0 0.0 -0.20987309969971538 -0.20987309969971535 0.49999999999956996 0.49999999999956996 0.5000000000000003 0.5000000000000002
0.36 3.423986963643643e-06 0.9770184916713283 0.9770184916713283 0.0 0.0 -0.20976073389036587 -0.20976073389036587 0.4999999999995611 0.4999999999995611 0.5000000000000003 0.5000000000000002
0.37 3.422522175588803e-06 0.975955623042894 0.975955623042894 0.0 0.0 -0.2096467689930814 -0.2096467689930814 0.4999999999995525 0.4999999999995525 0.5000000000000003 0.5000000000000002
0.38 3.4210271608629015e-06 0.9748789766798565 0.9748789766798565 0.0 0.0 -0.20953125719692597 -0.20953125719692597 0.49999999999954453 0.49999999999954453 0.5000000000000002 0.5000000000000003
0.39 3.419502357077804e-06 0.9737890476185153 0.9737890476185153 0.0 0.0 -0.20941424927668068 -0.20941424927668065 0.4999999999995371 0.4999999999995371 0.5000000000000004 0.5000000000000003
0.4 3.4179482056977508e-06 0.9726863132258348 0.9726863132258348 0.0 0.0 -0.2092957942211971 -0.2092957942211971 0.49999999999953015 0.49999999999953015 0.5000000000000003 0.5000000000000002
0.41000000000000003 3.416364822384929e-06 0.9715710007115659 0.9715710007115661 0.0 0.0 -0.20917485366721875 -0.20917485366721875 0.49999999999956785 0.49999999999956785 0.5000000000000003 0.5000000000000003
0.42 3.4147532705195438e-06 0.9704439901425992 0.9704439901425992 0.0 0.0 -0.20905354702127732 -0.2090535470212773 0.4999999999995721 0.4999999999995721 0.5000000000000002 0.5000000000000002
0.43 3.4131137414844285e-06 0.9693055218292579 0.9693055218292579 0.0 0.0 -0.20893100585182064 -0.20893100585182064 0.49999999999956873 0.49999999999956873 0.5000000000000003 0.5000000000000003
0.44 3.4114466713745936e-06 0.968155993064601 0.968155993064601 0.0 0.0 -0.20880720258379282 -0.20880720258379282 0.4999999999995647 0.4999999999995647 0.5000000000000004 0.5000000000000004
0.45 3.4097525204431194e-06 0.9669957998019661 0.9669957998019661 0.0 0.0 -0.20868217256443175 -0.20868217256443175 0.49999999999956096 0.49999999999956096 0.5000000000000003 0.5000000000000003
0.46 3.4080317541085443e-06 0.9658253245436755 0.9658253245436755 0.0 0.0 -0.20855595458839596 -0.20855595458839596 0.4999999999995577 0.4999999999995577 0.5000000000000003 0.5000000000000002
0.47000000000000003 3.4062848416630983e-06 0.9646449358088758 0.9646449358088757 0.0 0.0 -0.20842858638152237 -0.20842858638152237 0.49999999999955486 0.49999999999955486 0.5000000000000003 0.5000000000000003
0.48 3.4045122565429013e-06 0.9634549885071966 0.9634549885071966 0.0 0.0 -0.20830010429681595 -0.20830010429681595 0.4999999999995526 0.4999999999995526 0.5000000000000003 0.5000000000000003
0.49 3.4027144755861986e-06 0.9622558243715393 0.9622558243715391 0.0 0.0 -0.20817054333271676 -0.20817054333271676 0.49999999999955064 0.49999999999955064 0.5000000000000003 0.5000000000000004
0.5 3.40089197961053e-06 0.9610477723831152 0.9610477723831152 0.0 0.0 -0.2080399371748305 -0.2080399371748305 0.4999999999995492 0.4999999999995492 0.5000000000000004 0.5000000000000003
0.51 3.3990447765338165e-06 0.9598308348477379 0.9598308348477379 0.0 0.0 -0.20790723456604027 -0.20790723456604027 0.49999999999959 0.49999999999959 0.5000000000000003 0.5000000000000003
