# U m1 m2 mu_new Z1_up_n Z1_down_n Z2_up_n Z2_down_n lamda1_up_new lamda2_up_new lamda1_down_new lamda2_down_new h1_new_up h1_new_down h2_new_up h2_new_down lamda1_0_up lamda1_0_down lamda2_0_up lamda2_0_down f1_up f1_down f2_up f2_down spin_occ_1up spin_occ_1down spin_occ_2up spin_occ_2down
2.0 0.8699208294796128 0.8699208294786881 -0.015222502208935892 0.9547612405327761 0.9547462787658403 0.9547612405250707 0.9547462787580344 0.8693667632755592 0.8693667632738082 -0.869207700718172 -0.869207700716514 -0.11673723391909119 -0.11673814995019247 -0.11673723391925042 -0.11673814995034969 1.6318720026667548 -1.6317173878748383 1.6318720026498663 -1.6317173878578406 0.06503673177234957 0.9349575612519624 0.06503673177281195 0.9349575612515001 0.06508661654984377 0.9349089251476428 0.06508661654974818 0.9349089251477458
2.1 0.8838461770228501 0.8838461770183242 -0.016038599732315112 0.9580149092534715 0.9580012118675267 0.9580149092079172 0.9580012118221382 0.9312709344987713 0.9312709344913743 -0.9310765139441587 -0.931076513936494 -0.11127370686575559 -0.11127450340371782 -0.11127370686660379 -0.11127450340456095 1.759783453548689 -1.7595984898414798 1.759783453446906 -1.7595984897397903 0.058074058000730934 0.941920235023581 0.05807405800299393 0.9419202350213182 0.05812430944353131 0.9418710186822682 0.058124309442871835 0.9418710186829172
2.2 0.895725739589824 0.8957257395827294 -0.016820455401564488 0.9610656637004429 0.9610530163118989 0.961065663618397 0.9610530162296981 0.9932598084757345 0.9932598084635549 -0.9930264929643127 -0.9930264929523429 -0.10622833542216575 -0.10622903548733767 -0.10622833542360692 -0.1062290354887789 1.8876633111007934 -1.88744402943467 1.8876633109095045 -1.8874440292432588 0.052134276717244014 0.9478600163070681 0.05213427672079125 0.9478600163035207 0.05218434978301423 0.9478108142547363 0.05218434978187603 0.947810814255884
2.3000000000000003 0.9059153004420248 0.9059153004276537 -0.017579483168064784 0.9639145267740187 0.9639027344099385 0.9639145265841655 0.9639027342201386 1.0552285515024222 1.055228551477876 -1.054952581139783 -1.054952581115146 -0.10157101681228901 -0.10157163902834446 -0.10157101681544838 -0.10157163903150038 2.015309747121894 -2.0150519704172503 2.015309746661486 -2.0150519699569225 0.04703949629114353 0.9529547967331684 0.04703949629832911 0.9529547967259828 0.04708969092037174 0.9529053459312795 0.04708969091784687 0.952905345933803
2.4000000000000004 0.9147035254420762 0.9147035253830198 -0.018321390007499293 0.9665550223968032 0.9665439117444401 0.9665550215164722 0.9665439108643916 1.1171013213319303 1.1171013212293601 -1.1167787327783092 -1.1167787326753074 -0.09727029548922393 -0.09727085534758628 -0.09727029550319168 -0.09727085536154094 2.1425536182103033 -2.142252987531482 2.1425536159864826 -2.1422529853081764 0.04264538379111795 0.9573489092331942 0.042645383820646116 0.9573489092036659 0.042695615948745214 0.9572993214021019 0.04269561593772486 0.957299321413115
2.5 0.9223254636349647 0.9223254633317004 -0.019046175919871247 0.9689938528022589 0.9689832670554119 0.9689938477346222 0.968983261988688 1.1788225099811898 1.1788225094546476 -1.1784491488777973 -1.1784491483512136 -0.09329482960994018 -0.09329533996940988 -0.0932948296866324 -0.09329534004608767 2.269289833358789 -2.268941806927865 2.269289820041518 -2.2689417936145566 0.03883441469467375 0.9611598783296385 0.038834414846305745 0.9611598781780062 0.038884599993811 0.9611102589069903 0.038884599934140396 0.9611102589666565
2.6 0.9289729171965055 0.9289729152543331 -0.019753840905179842 0.9712463588142298 0.9712361539719538 0.9712463227184954 0.9712361178833295 1.2403643818818 1.240364378503063 -1.2399359032241308 -1.2399358998445886 -0.08961447571313912 -0.08961494716639902 -0.08961447623628135 -0.08961494768942214 2.3954772707729832 -2.395077114076653 2.3954771721401795 -2.3950770154758456 0.035510687913903244 0.9644836051104088 0.03551068888498946 0.9644836041393225 0.03556089012995628 0.9644339065059039 0.03556088973213983 0.9644339069036882
2.7 0.9348015218828674 0.9348015085753412 -0.020444384963426515 0.9733237424522043 0.9733137899795438 0.9733234696414084 0.9733135172270116 1.3017119624336246 1.301711938555955 -1.3012238309743709 -1.3012238070901758 -0.0862014431528728 -0.08620188455272076 -0.08620144695535052 -0.08620188835431486 2.5210883823381898 -2.520631180265605 2.52108760706384 -2.520630405267009 0.03259638557072232 0.9673979074535897 0.032596392224485425 0.9673979007998266 0.032646554529452976 0.9673481922792617 0.032646551732545104 0.9673481950759244
2.8000000000000003 0.9399385875768833 0.9399384891644761 -0.021123515070294776 0.9752442079882356 0.9752343857257219 0.9752419836382075 0.9752321618755616 1.36285885120765 1.3628586843908355 -1.3623063515710603 -1.3623061847047448 -0.08303023382536866 -0.08303065251292013 -0.08303026354302892 -0.08303068222325247 2.6461319023692087 -2.645612541816983 2.6461253528065933 -2.6456059947704573 0.030027852723714374 0.9699664403005976 0.03002790192991801 0.9699663910943941 0.030078065512774088 0.969916641292166 0.030078044035995788 0.9699166627673605
2.9 0.9444882634572753 0.9444879888713442 -0.01209264175965997 0.9770213640843838 0.9770110971362613 0.977014594830531 0.9770043295071479 1.4238074908442797 1.42380700420679 -1.423187280630277 -1.4231867938349958 -0.08007792058308927 -0.08007834186129252 -0.08007800799897975 -0.08007842925409225 2.770621465767949 -2.770034650505868 2.7706007719006776 -2.77001396521912 0.027753014783518336 0.9722412782407936 0.027753152076483954 0.9722411409478282 0.02780330399209291 0.9721913838133643 0.02780324327539374 0.9721914445257231
3.0 0.9485363826706946 0.9485359448911185 -0.021760728019981187 0.9786666178344313 0.9786558683744252 0.9786547810210567 0.9786440345199082 1.484570865985463 1.4845702267991223 -1.4838777248486654 -1.4838770854849204 -0.07732388752134892 -0.07732431263047301 -0.07732403389443408 -0.07732445896406685 2.8945808540118794 -2.893921090780262 2.8945435175774943 -2.893883770977832 0.02572895517680868 0.9742653378475034 0.025729174066596798 0.9742651189577153 0.025779277250090937 0.9742153939087388 0.02577917622683268 0.9742154949270274
